incident_date,latitude,longitude,sex,age,marital_status,transport_mode,education_level,witness,crime_type,seguridad.modalidad,special_crime_type,weapon,neighborhood,neighborhood_code,district_code,location,reporting_station,item,item_category,color
18/06/2019 8:00,623.673.648,-7.558.753.429,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Rosales,#1602,16,Metro Plus,Belén,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
18/06/2019 7:00,626.735.191,-7.558.700.146,Female,69,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Germán,#0703,7,Bus de servicio público,Castilla,Cash,"Money, jewelry, and valuables",Unknown
18/06/2019 7:00,626.735.191,-7.558.700.146,Female,69,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Germán,#0703,7,Bus de servicio público,Castilla,Carne,Alimento,Unknown
18/06/2019 8:00,623.673.648,-7.558.753.429,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Rosales,#1602,16,Metro Plus,Belén,Cédula,Documentos,Unknown
18/06/2019 7:30,625.523.259,-7.557.096.511,Male,27,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Estación Villa,#1005,10,Bus de servicio público,Candelaria,Cell phone,Technology,Unknown
18/06/2019 19:30,628.202.987,-7.558.897.208,Female,26,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Bello Horizonte,#0714,7,Bus de servicio público,Castilla,Cédula,Documentos,Unknown
18/06/2019 7:00,626.735.191,-7.558.700.146,Female,69,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Germán,#0703,7,Bus de servicio público,Castilla,Sin dato documentos,Documentos,Unknown
18/06/2019 19:30,628.202.987,-7.558.897.208,Female,26,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Bello Horizonte,#0714,7,Bus de servicio público,Castilla,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
18/06/2019 7:00,626.735.191,-7.558.700.146,Female,69,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Germán,#0703,7,Bus de servicio público,Castilla,Cédula,Documentos,Unknown
18/06/2019 6:40,624.732.017,-7.556.971.727,Male,35,Married,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Candelaria,#1019,10,Estación del Metro,Candelaria,Cell phone,Technology,Gris
18/06/2019 7:00,626.735.191,-7.558.700.146,Female,69,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Germán,#0703,7,Bus de servicio público,Castilla,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
18/06/2019 8:00,623.114.245,-7.558.118.014,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Tenche,#1502,15,Metro Plus,Belén,Carne,Alimento,Unknown
18/06/2019 4:30,623.009.387,-7.557.601.618,Female,46,Widowed,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Santa Fé,#1504,15,Metro Plus,Belén,Cédula,Documentos,Unknown
18/06/2019 8:00,623.114.245,-7.558.118.014,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Tenche,#1502,15,Metro Plus,Belén,Cash,"Money, jewelry, and valuables",Unknown
18/06/2019 8:00,623.114.245,-7.558.118.014,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Tenche,#1502,15,Metro Plus,Belén,Cédula,Documentos,Unknown
18/06/2019 8:00,623.114.245,-7.558.118.014,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Tenche,#1502,15,Metro Plus,Belén,Registro civil,Documentos,Unknown
18/06/2019 7:00,621.064.931,-7.557.050.056,Male,37,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Manila,#1419,14,Public road,Poblado,Cell phone,Technology,Rosado
18/06/2019 7:30,623.498.586,-7.557.024.244,Female,38,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Perpetuo Socorro,#1012,10,Estación del Metro plus,Candelaria,Cell phone,Technology,White
18/06/2019 6:30,627.831.555,-7.556.940.421,Male,37,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Terminal de Transporte,Inst_4,5,Estación del Metro,Castilla,Cédula,Documentos,Unknown
18/06/2019 8:00,623.114.245,-7.558.118.014,Female,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Tenche,#1502,15,Metro Plus,Belén,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
18/06/2019 7:30,620.151.966,-7.557.215.905,Female,20,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Alejandría,#1416,14,Metro Plus,Poblado,Cell phone,Technology,Gris
18/06/2019 15:10,62.566.965,-755.820.298,Female,41,Single,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Carlos E. Restrepo,#1101,11,Bus de servicio público,Laureles,Cell phone,Technology,Blue
18/06/2019 6:00,627.946.282,-7.556.989.223,Male,25,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Terminal de Transporte,Inst_4,5,Estación del Metro,Castilla,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
18/06/2019 19:00,628.786.184,-7.557.008.414,Female,29,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Raponazo,Unknown,None,Castilla,#0511,5,Metro Plus,Castilla,Cell phone,Technology,Black
18/06/2019 6:30,626.349.902,-7.556.362.344,Male,20,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Hospital San Vicente de Paúl,Inst_12,10,Estación del Metro,Candelaria,Cell phone,Technology,Unknown
18/06/2019 8:00,625.869.536,-7.559.902.518,Female,25,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Floresta,#1205,12,Estación del Metro,Laureles,Cédula,Documentos,Unknown
19/06/2019 18:45,623.492.859,-7.557.009.914,Female,44,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Diego,#1020,10,Bus de servicio público,Candelaria,Cell phone,Technology,Unknown
19/06/2019 18:45,623.492.859,-7.557.009.914,Female,44,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Diego,#1020,10,Bus de servicio público,Candelaria,Billetera,Prendas de vestir y accesorios,Unknown
19/06/2019 7:00,623.916.432,-7.559.372.129,Female,35,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Laureles,#1108,11,Estación del Metro plus,Laureles,Cell phone,Technology,Unknown
19/06/2019 19:00,624.634.596,-7.556.865.629,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Guayaquil,#1007,10,Public road,Candelaria,Unknown,Unknown,Unknown
19/06/2019 19:00,624.634.596,-7.556.865.629,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Guayaquil,#1007,10,Public road,Candelaria,School supplies,School supplies,Unknown
19/06/2019 19:00,624.634.596,-7.556.865.629,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Guayaquil,#1007,10,Public road,Candelaria,Sin dato documentos,Documentos,Unknown
19/06/2019 19:00,624.634.596,-7.556.865.629,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Guayaquil,#1007,10,Public road,Candelaria,Ropa exterior,Prendas de vestir y accesorios,Unknown
19/06/2019 17:30,621.270.745,-7.557.794.419,Female,26,Married,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Patio Bonito,#1421,14,Estación del Metro,Poblado,Cell phone,Technology,Unknown
19/06/2019 19:00,624.634.596,-7.556.865.629,Male,33,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Guayaquil,#1007,10,Public road,Candelaria,Ropa exterior,Prendas de vestir y accesorios,Unknown
19/06/2019 6:30,624.775.203,-7.556.979.743,Female,31,Common-law union,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Candelaria,#1019,10,Estación del Metro,Candelaria,Cell phone,Technology,Black
19/06/2019 9:00,625.554.246,-7.557.441.381,Female,40,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Benito,#1006,10,Bus de servicio público,Candelaria,Cell phone,Technology,White
19/06/2019 5:30,622.845.843,-7.559.444.493,Female,25,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Bernardo,#1605,16,Metro Plus,Belén,Billetera,Prendas de vestir y accesorios,Unknown
19/06/2019 6:40,625.629.348,-7.558.105.379,Male,21,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Carlos E. Restrepo,#1101,11,Bus de servicio público,Laureles,Cell phone,Technology,Unknown
20/06/2019 7:50,619.922.449,-7.558.911.313,Male,19,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Guayabal,#1510,15,Estación del Metro plus,Belén,Cell phone,Technology,Unknown
20/06/2019 6:45,62.619.588,-7.556.628.529,Female,49,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Hospital San Vicente de Paúl,Inst_12,10,Bus de servicio público,Candelaria,Licencia,Documentos,Unknown
20/06/2019 2:30,62.525.378,-7.556.740.081,Female,54,Single,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,None,La Candelaria,#1019,10,Bus de servicio público,Candelaria,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
20/06/2019 16:30,621.283.544,-7.557.794.419,Female,25,Married,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Patio Bonito,#1421,14,Estación del Metro,Poblado,Cash,"Money, jewelry, and valuables",Unknown
20/06/2019 16:30,621.283.544,-7.557.794.419,Female,25,Married,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Patio Bonito,#1421,14,Estación del Metro,Poblado,Cédula,Documentos,Unknown
20/06/2019 7:15,626.356.055,-7.556.707.718,Female,20,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Jesús Nazareno,#1003,10,Paradero de bus,Candelaria,Cell phone,Technology,Unknown
20/06/2019 16:30,621.283.544,-7.557.794.419,Female,25,Married,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Patio Bonito,#1421,14,Estación del Metro,Poblado,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
20/06/2019 6:45,62.619.588,-7.556.628.529,Female,49,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Hospital San Vicente de Paúl,Inst_12,10,Bus de servicio público,Candelaria,Carne,Alimento,Unknown
20/06/2019 20:00,619.386.548,-755.817.753,Male,22,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Santa María de los Ángeles,#1423,14,Estación del Metro,Poblado,Cédula,Documentos,Unknown
20/06/2019 6:45,62.619.588,-7.556.628.529,Female,49,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Hospital San Vicente de Paúl,Inst_12,10,Bus de servicio público,Candelaria,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
20/06/2019 6:45,62.619.588,-7.556.628.529,Female,49,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Hospital San Vicente de Paúl,Inst_12,10,Bus de servicio público,Candelaria,Cell phone,Technology,White
20/06/2019 7:00,625.749.282,-7.557.249.737,Female,56,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Benito,#1006,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
20/06/2019 4:45,625.647.931,-7.557.137.146,Female,25,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Estación Villa,#1005,10,Estación del Metro plus,Candelaria,Carne,Alimento,Unknown
20/06/2019 6:30,626.512.932,-7.557.094.471,Male,27,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Universidad de Antioquia,Inst_11,4,Public road,Aranjuez,Cell phone,Technology,Oro
20/06/2019 0:00,624.731.758,-7.556.974.548,Female,-1,Single,Metro,Unknown,Unknown,Personal robbery,Atraco,None,Arma cortopunzante,La Candelaria,#1019,10,Estación del Metro,Candelaria,Cell phone,Technology,White
20/06/2019 10:45,626.616.338,-7.559.627.349,Female,64,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Calasanz,#1202,12,Bus de servicio público,Laureles,Cédula,Documentos,Unknown
21/06/2019 17:30,621.269.512,-7.557.804.698,Female,29,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Patio Bonito,#1421,14,Estación del Metro,Poblado,Cell phone,Technology,Black
21/06/2019 8:00,62.536.338,-7.558.208.766,Female,38,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Suramericana,#1102,11,Vehículo particular,Laureles,Cell phone,Technology,Black
21/06/2019 9:00,625.917.546,-7.558.736.719,Female,43,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Cuarta Brigada,#1115,11,Bus de servicio público,Laureles,Cédula,Documentos,Unknown
21/06/2019 1:00,620.798.557,-7.556.608.159,Male,27,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Bar o cantina,Poblado,Cédula,Documentos,Unknown
21/06/2019 1:00,620.798.557,-7.556.608.159,Male,27,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,El Poblado,#1418,14,Bar o cantina,Poblado,Cash,"Money, jewelry, and valuables",Unknown
21/06/2019 12:00,628.465.229,-7.557.294.446,Male,40,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Francisco Antonio Zea,#0513,5,Bus de servicio público,Castilla,Cell phone,Technology,Unknown
21/06/2019 2:30,621.225.239,-7.557.802.931,Male,49,Common-law union,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Patio Bonito,#1421,14,Estación del Metro,Poblado,Cell phone,Technology,Black
21/06/2019 7:15,626.360.321,-7.556.720.593,Female,20,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Jesús Nazareno,#1003,10,Paradero de bus,Candelaria,Cédula,Documentos,Unknown
21/06/2019 7:30,620.807.815,-7.557.130.888,Female,28,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,El Poblado,#1418,14,Edificio,Poblado,Cell phone,Technology,Oro
21/06/2019 17:30,624.774.366,-7.556.586.887,Female,52,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Candelaria,#1019,10,Bus de servicio público,Candelaria,Cédula,Documentos,Unknown
22/06/2019 12:30,625.132.444,-7.557.064.889,Male,22,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,San Benito,#1006,10,Public road,Candelaria,Accesorios prendas de vestir,Prendas de vestir y accesorios,Unknown
22/06/2019 21:00,622.342.314,-756.079.627,Male,48,Married,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Objeto contundente,La Gloria,#1612,16,Conjunto residencial,Belén,Cell phone,Technology,Oro
22/06/2019 12:30,625.132.444,-7.557.064.889,Male,22,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,San Benito,#1006,10,Public road,Candelaria,Cell phone,Technology,Black
22/06/2019 17:30,6.243.254,-7.556.217.746,Male,40,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,None,Firearm,Bomboná No.1,#1015,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
22/06/2019 21:00,622.342.314,-756.079.627,Male,48,Married,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Objeto contundente,La Gloria,#1612,16,Conjunto residencial,Belén,Cash,"Money, jewelry, and valuables",Unknown
22/06/2019 23:00,625.461.773,-7.555.620.198,Male,48,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Against taxi driver,Firearm,San Miguel,#0803,8,Public road,Villa Hermosa,Cash,"Money, jewelry, and valuables",Unknown
22/06/2019 12:30,625.132.444,-7.557.064.889,Male,22,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,San Benito,#1006,10,Public road,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
22/06/2019 19:00,624.570.227,-7.556.743.126,Female,63,Single,Autobus,Unknown,Unknown,Personal robbery,Raponazo,Cell phone theft,None,Barrio Colón,#1013,10,Bus de servicio público,Candelaria,Cell phone,Technology,White
22/06/2019 10:00,623.229.259,-7.558.723.826,Male,22,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Fátima,#1601,16,Metro Plus,Belén,Cédula,Documentos,Unknown
22/06/2019 8:30,625.674.114,-755.735.687,Female,38,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Benito,#1006,10,Bus de servicio público,Candelaria,Cell phone,Technology,Black
22/06/2019 19:30,624.798.921,-7.556.292.949,Male,50,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Raponazo,Unknown,None,La Candelaria,#1019,10,Turístico,Candelaria,Cédula,Documentos,Unknown
22/06/2019 6:30,62.464.166,-7.556.684.437,Male,31,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Barrio Colón,#1013,10,Bus de servicio público,Candelaria,Cell phone,Technology,Unknown
22/06/2019 21:00,625.640.436,-7.557.348.512,Male,67,Common-law union,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Objeto contundente,San Benito,#1006,10,Plaza de mercado,Candelaria,Cédula,Documentos,Unknown
23/06/2019 7:45,623.965.864,-7.558.306.794,Male,44,Divorced,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Los Conquistadores,#1105,11,Public road,Laureles,Cell phone,Technology,Blue
23/06/2019 21:10,625.900.264,-7.556.518.276,Male,24,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,None,Firearm,Prado,#1001,10,Bus de servicio público,Candelaria,Cash,"Money, jewelry, and valuables",Unknown
23/06/2019 21:10,625.900.264,-7.556.518.276,Male,24,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,None,Firearm,Prado,#1001,10,Bus de servicio público,Candelaria,Cell phone,Technology,Black
23/06/2019 12:30,6.246.261,-7.556.691.688,Male,48,Divorced,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Barrio Colón,#1013,10,Bus de servicio público,Candelaria,Cell phone,Technology,Unknown
23/06/2019 10:00,627.052.913,-7.557.383.788,Male,44,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Caribe,#0517,5,Metro Plus,Castilla,Cell phone,Technology,White
24/06/2019 11:30,627.687.592,-7.557.273.878,Female,22,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Cell phone theft,None,Terminal de Transporte,Inst_4,5,Terminal de transporte,Castilla,Cell phone,Technology,Black
24/06/2019 7:00,628.115.399,-7.557.689.292,Female,43,Single,Taxi,Unknown,Unknown,Personal robbery,Descuido,Unknown,None,Córdoba,#0709,7,Cajero electrónico,Castilla,Cash,"Money, jewelry, and valuables",Unknown
24/06/2019 7:00,627.972.871,-7.557.254.814,Male,24,Single,Taxi,Unknown,Unknown,Personal robbery,Descuido,Unknown,None,Cementerio Universal,Inst_3,5,Cajero electrónico,Castilla,Cell phone,Technology,Unknown
25/06/2019 8:10,627.074.243,-7.557.388.754,Male,21,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Caribe,#0517,5,Public road,Castilla,Cell phone,Technology,Blue
25/06/2019 5:00,626.642.045,-7.554.775.813,Male,47,Married,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,Manrique Oriental,#0308,3,Public road,Manrique,Cell phone,Technology,Black
25/06/2019 6:45,621.672.062,-7.556.988.336,Female,42,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Castropol,#1404,14,Public road,Poblado,Cédula,Documentos,Unknown
25/06/2019 6:45,621.672.062,-7.556.988.336,Female,42,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Castropol,#1404,14,Public road,Poblado,Licencia,Documentos,Unknown
25/06/2019 18:00,627.820.492,-755.711.256,Male,35,Married,Autobus,Unknown,Unknown,Personal robbery,Descuido,Unknown,None,Terminal de Transporte,Inst_4,5,Terminal de transporte,Castilla,Palma,Flora,Unknown
25/06/2019 19:00,624.198.969,-7.557.518.667,Female,38,Single,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Objeto contundente,Calle Nueva,#1011,10,Bus de servicio público,Candelaria,Billetera,Prendas de vestir y accesorios,Unknown
25/06/2019 6:30,624.773.646,-7.557.002.879,Male,33,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Candelaria,#1019,10,Estación del Metro,Candelaria,Cell phone,Technology,Black
26/06/2019 8:00,620.910.475,-7.555.948.107,Female,50,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Las Lomas No.1,#1406,14,Estación del Metro,Poblado,Cell phone,Technology,Unknown
26/06/2019 6:30,625.123.877,-7.560.231.234,Female,36,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La América,#1204,12,Bus de servicio público,Laureles,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
26/06/2019 6:30,625.123.877,-7.560.231.234,Female,36,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La América,#1204,12,Bus de servicio público,Laureles,Tarjeta de identidad,Documentos,Unknown
26/06/2019 5:00,626.960.245,-7.556.624.193,Female,27,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Parque Norte,Inst_9,4,Estación del Metro,Aranjuez,Licencia,Documentos,Unknown
26/06/2019 5:00,626.960.245,-7.556.624.193,Female,27,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Parque Norte,Inst_9,4,Estación del Metro,Aranjuez,Carne,Alimento,Unknown
26/06/2019 5:00,626.960.245,-7.556.624.193,Female,27,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Parque Norte,Inst_9,4,Estación del Metro,Aranjuez,Cédula,Documentos,Unknown
26/06/2019 6:30,625.123.877,-7.560.231.234,Female,36,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La América,#1204,12,Bus de servicio público,Laureles,Carne,Alimento,Unknown
26/06/2019 5:00,626.960.245,-7.556.624.193,Female,27,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Parque Norte,Inst_9,4,Estación del Metro,Aranjuez,Sin dato documentos,Documentos,Unknown
26/06/2019 7:00,624.712.651,-7.556.481.635,Female,19,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Candelaria,#1019,10,Metro Plus,Candelaria,Sin dato documentos,Documentos,Unknown
26/06/2019 5:00,626.960.245,-7.556.624.193,Female,27,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Parque Norte,Inst_9,4,Estación del Metro,Aranjuez,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
26/06/2019 12:05,624.499.767,-7.558.434.517,Male,31,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Joaquín,#1104,11,Paradero de bus,Laureles,Cell phone,Technology,Unknown
26/06/2019 6:30,625.123.877,-7.560.231.234,Female,36,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La América,#1204,12,Bus de servicio público,Laureles,Cédula,Documentos,Unknown
27/06/2019 21:00,625.271.565,-7.557.379.752,Female,40,Single,Autobus,Unknown,Unknown,Personal robbery,Atraco,Unknown,Arma cortopunzante,San Benito,#1006,10,Metro Plus,Candelaria,Cell phone,Technology,Gris
26/06/2019 7:00,625.430.252,-755.747.877,Male,53,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Benito,#1006,10,Bus de servicio público,Candelaria,Cell phone,Technology,Black
26/06/2019 6:30,625.123.877,-7.560.231.234,Female,36,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La América,#1204,12,Bus de servicio público,Laureles,Cash,"Money, jewelry, and valuables",Unknown
26/06/2019 6:30,625.301.466,-7.556.757.209,Male,19,Common-law union,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La Candelaria,#1019,10,Estación del Metro,Candelaria,Cell phone,Technology,Unknown
26/06/2019 7:30,623.679.626,-7.557.027.119,Female,26,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,San Diego,#1020,10,Metro Plus,Candelaria,Cell phone,Technology,Black
26/06/2019 9:30,624.914.319,-7.557.148.119,Female,25,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Guayaquil,#1007,10,Vehículo particular,Candelaria,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
26/06/2019 19:30,623.484.131,-7.556.953.561,Female,25,Single,Autobus,Unknown,Unknown,Personal robbery,Descuido,Unknown,None,San Diego,#1020,10,Centro comercial,Candelaria,Tablet,Technology,Black
26/06/2019 7:20,618.976.391,-7.557.709.425,Female,31,Common-law union,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Cell phone theft,None,El Diamante No.2,#1413,14,Bus de servicio público,Poblado,Cell phone,Technology,Beige
26/06/2019 6:30,625.123.877,-7.560.231.234,Female,36,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,La América,#1204,12,Bus de servicio público,Laureles,Tarjeta bancaria,"Money, jewelry, and valuables",Unknown
26/06/2019 5:30,627.925.141,-7.559.662.588,Male,55,Married,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Palenque,#0716,7,Metro Plus,Castilla,Cell phone,Technology,Black
26/06/2019 15:00,6.252.874,-7.556.284.791,Male,37,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Villa Nueva,#1018,10,Reserva natural,Candelaria,Cell phone,Technology,Unknown
26/06/2019 21:30,624.641.319,-7.557.012.829,Male,19,Single,Taxi,Unknown,Unknown,Personal robbery,Atraco,Unknown,Firearm,Guayaquil,#1007,10,Public road,Candelaria,Cell phone,Technology,Unknown
26/06/2019 9:30,624.914.319,-7.557.148.119,Female,25,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Guayaquil,#1007,10,Vehículo particular,Candelaria,Cédula,Documentos,Unknown
26/06/2019 8:30,625.840.467,-7.559.813.357,Female,24,Single,Metro,Unknown,Unknown,Personal robbery,Cosquilleo,None,None,La Floresta,#1205,12,Estación del Metro,Laureles,Cheques,"Money, jewelry, and valuables",Unknown
26/06/2019 6:30,625.656.239,-7.558.067.532,Male,31,Single,Autobus,Unknown,Unknown,Personal robbery,Cosquilleo,Unknown,None,Carlos E. Restrepo,#1101,11,Bus de servicio público,Laureles,Cell phone,Technology,Black
